id,slug,title,meta_title,description,meta_description,type,typeProperty/id,typeProperty/value,typeProperty/slug,typeProperty/name,demo_url,cover,categories/0/id,categories/0/name,categories/0/slug,categories/0/parent_category_slug,categories/1/id,categories/1/name,categories/1/slug,categories/1/parent_category_slug,price,created_at,updated_at,categories/2/id,categories/2/name,categories/2/slug,categories/2/parent_category_slug,categories/3/id,categories/3/name,categories/3/slug,categories/3/parent_category_slug,categories/4/id,categories/4/name,categories/4/slug,categories/4/parent_category_slug
361,rotating-announcement-bar,Get Rotating Announcement Bar,,"<p>Rotating promo bar allows you to have multiple announcements. Promote free shipping, coupons or share important news.</p>
<p>Fully customizable!</p>
<ul>
<li>Text color</li>
<li>Background color</li>
<li>Font size</li>
<li>Transition time between announcements</li>
<li>Add a link to each announcement</li>
</ul>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/burton-citizen-womens-binding-2015,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/684bc941be58abfa98f7fac997c72620.jpg,4,Header,header,navigation,24,Navigation,navigation,,85,2020-01-16T05:00:00+0000,2021-12-13T11:26:35+0000,29,Development,development,,,,,,,,,
362,custom-cart-icon-with-item-counter,Add Custom Cart Icon With Item Counter,,<p>This implementation&nbsp;will allow your customers to see a number of items in the cart without having to view the cart contents. We can use a default shopping cart icon or any custom icon you provide.</p>,,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/burton-citizen-womens-binding-2015,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/3de60ef07dc9f063285c9b8fe754b3ad.jpg,4,Header,header,navigation,24,Navigation,navigation,,85,2020-01-16T05:00:00+0000,2021-12-13T11:36:54+0000,29,Development,development,,,,,,,,,
363,search-icon-toggle-bar,Add Search Icon (toggle bar),,"<p>Primarily, only a search icon appears on the screen, and when the user clicks on it the search form slides out, also known as the toggle effect. It is a neat effect that also saves space and allows users to focus on the content. Not to mention, this is great for mobile responsive themes.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/burton-citizen-binding-2016-womens,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/4f23291769623ee58f358668898a674b.jpg,4,Header,header,navigation,24,Navigation,navigation,,85,2020-01-16T05:00:00+0000,2021-12-13T11:33:14+0000,29,Development,development,,,,,,,,,
364,search-icon-popup,Add Search Icon (popup),,"<p>Primarily, only a search icon appears on the screen, and when the user clicks on it the search form&nbsp;appears in a form of a popup. It is a neat effect that also saves space and allows users to focus on the content. Not to mention, this is great for mobile responsive themes.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/burton-citizen-womens-binding-2015,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/44e1feae71ade4f92a6764fc38b9fede.jpg,4,Header,header,navigation,24,Navigation,navigation,,85,2020-01-16T05:00:00+0000,2021-12-13T11:34:51+0000,29,Development,development,,,,,,,,,
365,add-a-back-to-top-button,Add A Floating Back To Top Button,,"<p>The floating ""Back to top""&nbsp;button allows users to smoothly scroll back to the top of the page. It's a little detail which enhances navigation experience on the website with long pages.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/burton-citizen-womens-binding-2015,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/249f0b62486fe1aab1b83b61b441c44f.jpg,5,Footer,footer,navigation,8,Functionality,functionality,,85,2020-01-16T05:00:00+0000,2021-12-13T10:46:27+0000,24,Navigation,navigation,,29,Development,development,,,,,
379,sticky-fixed-header,Add Sticky (fixed) Header,,"<p>Persistent navigation bars - or “sticky headers” - are now a web design standard.</p>
<p>Sticky navigation works best with retail, e-commerce and other types of ‘actionable’ sites – sites where the designer intends a specific action, such as a click to purchase a product. In those cases, sticky navigation has been shown to significantly improve the customer experience, as well as&nbsp;keeping users oriented and giving them more control.</p>
<p>In pages with lots of content and long scroll, navigation must be friendly and intuitive. Clear and understandable in-page navigation helps visitors make a smooth journey through the content on the page in a manageable way. While in the past this was achieved by ‘back to top’ links, today it’s sticky navigation that does the job.</p>
<p>On online stores using sticky headers, customers are able to see the number of items in cart and access search and navigation menu at all times and without a need to scroll, which impoves user experience and is proven to increase conversion rates.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/all/products/anon-wren-helmet-2016-womens,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/231ff64e5b5790601f39f955a6ad0356.jpg,4,Header,header,navigation,24,Navigation,navigation,,85,2020-01-16T05:00:00+0000,2021-12-13T11:32:14+0000,29,Development,development,,,,,,,,,
266,urgency-social-proof,Increase Urgency with Social Proof,,"<p>*** Alternative to&nbsp;Countdown Cart app&nbsp;by Beeketing ***</p>
<p>Show social proof that highlights the popularity of your products, and create a positive influence on them to make a purchase.</p>
<ul>
<li>Number of people who are looking at the product</li>
<li>Number of people who have&nbsp;purchased the product</li>
</ul>
<p>App-free solution - since we're integrating this feature directly in your theme, it ensures the best possible performance.</p>
<p>* This functionality comes with a basic styling, and custom styling would require an additional small task</p>",,1,1,development,development,Development,,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/d2e05bc0324e87ea379768df9df8a5f7.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T08:40:23+0000,29,Development,development,,,,,,,,,
267,urgency-countdown-timer,Increase Urgency with Countdown Timer,,"<p>*** Alternative to&nbsp;Countdown Cart app&nbsp;by Beeketing ***</p>
<p>Show countdown timer on the product or cart page to create urgency and motivate hesitating customers to make a purchase before time runs out.</p>
<p>This widget can be displayed on all or specific product pages, homepage, cart page, and we can set up the timer in any way you like.</p>
<p>App-free solution - since we're integrating this feature directly in your theme, it ensures the best possible performance.</p>
<p>* This functionality comes with a basic styling, and custom styling would require an additional small task</p>",,1,1,development,development,Development,,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/947102aad265865ffa92f15c2140edb6.jpg,3,Cart page,cart-page,pages,1,Product page,product-page,pages,85,2020-01-16T05:00:00+0000,2021-12-13T08:42:03+0000,23,Pages,pages,,29,Development,development,,,,,
269,add-a-featured-product-to-your-homepage,Add A Featured Product To Your Shopify Store Homepage,,"<p>Feature&nbsp;the product of your choice on the homepage. As opposed to featured collections, where multiple products are displayed, this feature focuses on a single product only, by showing it in full details.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/b924f0bdbb02ad6345c0a7d4784710bc.jpg,9,Homepage,homepage,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T10:32:53+0000,29,Development,development,,,,,,,,,
271,update-cart-on-quantity-change-without-refreshing,Update cart on quantity change without refreshing,,"<p>Avoid using the update button on your cart page and have the cart updated automatically on quantity change. This is done with Ajax, and it provides a seamless user experience.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/cart-page-test-product,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/ca1db7f6727cd720a4e3a893fc977c8b.jpg,3,Cart page,cart-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:05:29+0000,29,Development,development,,,,,,,,,
272,show-vat-prices-on-your-product-pages,Show VAT prices on your product pages,,"<p>If your government requires you to show prices with taxes included, but you want your international customers to pay less than the VAT-included price, you will need to show two prices in your shop. One price will be with taxes included for your local customers, and one price will be without taxes for your international customers.</p>
<p>Before we implement VAT included price on your store, you need to confirm that your tax settings are correct, and you can find instructions on how to do so by clicking on&nbsp;<a target=""_blank"" rel=""nofollow"" href=""https://help.shopify.com/en/manual/taxes"">this link</a>.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/anon-undefeated-talan-helmet-2016,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/e01903543bfa81a0da73dbc76467643c.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:32:43+0000,29,Development,development,,,,,,,,,
274,show-different-description-size-chart-based-on-selected-variant,Show different description/size chart based on selected variant,,<p>Show a different description or size chart base on the selected variant.</p>,,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/skis/products/rossignol-smash-7-flat-2016,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/a93f29d9e52836b166d3ca9f26b99b4e.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T08:35:04+0000,29,Development,development,,,,,,,,,
276,add-remove-button-on-cart-page,"Add ""Remove"" button on cart page",,"<p>While it is an important part of the cart page, some themes are missing ""Remove"" button under each product that's added to cart.</p>
<p>With this implementation, you&nbsp;get a custom styled ""Remove"" button under each product, for better user experience. We can create it as a button, text link, or as an icon.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/cart-page-test-product,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/a5a6f8e99ecf86263cce99045fdae87c.jpg,3,Cart page,cart-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:21:35+0000,29,Development,development,,,,,,,,,
277,quantity-selector-plusminus-buttons-cart-page,Add Quantity selector plus/minus buttons (cart page),,"<p>Add quantity selector plus/minus buttons on the cart page for better user experience, as buttons allow visitors to easily change the product quantity, especially on mobile.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/cart-page-test-product,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/d036345d08d8916aff3821f9d203b2d0.jpg,3,Cart page,cart-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:22:55+0000,29,Development,development,,,,,,,,,
278,select-product-variants-by-clicking-their-images,Select product variants by clicking their images,,"<p>Normally, variants are selected from a drop-down menu, however, customers tend to go through product images to find the variant they like, without making a selection from a dropdown. Once they add a product to cart, the initially selected variant will be added, instead of the image that they chose.</p>
<p>In order to improve user experience, you might want your customers to be able to select a product variant by clicking a variant image, and we can help you with that.</p>
<p>* This feature is recommended if you have 1 image per variant. If you have multiple images per variants, you can take a look at&nbsp;<a target=""_blank"" rel=""nofollow"" href=""https://heycarson.com/collections/small-task-menu/products/display-thumbnails-connected-to-selected-variant"">Display thumbnails connected to the selected variant</a> task.</p>
<p>**&nbsp;We might need an additional task to make it work on mobile (swiping through images), depending on the theme.</p>
<ul></ul>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/burton-citizen-womens-binding-2015,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/b3c35e8a67fa1a57c2664fd5e246141d.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T08:37:09+0000,29,Development,development,,,,,,,,,
280,image-zoom-fancybox,Add Image zoom (Fancybox),,"<p>FancyBox is a tool that offers a nice and elegant way to add zooming functionality for your product images. By clicking on the product image, a fancybox (lightbox) appears and allows you to see the image in full detail.</p>
<ul>
<li>Mobile optimized</li>
<li>Swipe to navigate, spread/pinch to zoom in/out supported on touch devices.</li>
<li>Responsive</li>
<li>Hardware accelerated animations for better performance.</li>
</ul>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/beanies/products/neff-daily-sparkle-beanie-2016,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/492d564a2a310626d3afcaf6c611d104.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:05:42+0000,29,Development,development,,,,,,,,,
283,add-donation-feature-to-your-cart-page,Add Donation feature to your cart page,,"<p>Allow your customer to leave tips or donations on the cart page.</p>
<p>You can choose fixed donation values and also let customer donate a custom amount.&nbsp;</p>
<p>* This implementation doesn't work in a cart drawer or cart popup.&nbsp;</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/cart-page-test-product,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/0da331da45aaa843fabe52d7c88b3cc2.jpg,3,Cart page,cart-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:29:10+0000,29,Development,development,,,,,,,,,
284,display-thumbnails-connected-to-selected-variant,Display thumbnails connected to selected variant,,"<p>If you have multiple variants with multiple images representing each variant, then such a high number of images can make your product page really crowded.</p>
<p>With this implementation, you can organize your product page by showing only product images that are related to the currently selected variant.</p>
<p>* In order for this implementation to work, you need to update product image alt tags per our instructions.</p>
<p>** We might need an additional task to make it work on mobile (swiping through images), depending on the theme.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/all/products/burton-freestyle-binding-2016?variant=8614094340124,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/74d5cd27ff6e1d8b60f4a8a9fbf4f08f.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T08:54:40+0000,29,Development,development,,,,,,,,,
289,featured-collection-carousel,Add Featured collection carousel,,"<p>Display&nbsp;products from a featured collection of your choosing with a horizontal sliding carousel on your store's homepage.</p>
<ul>
<li>Choose header text</li>
<li>Choose the number of products in a row on desktop and mobile</li>
<li>Navigate by using arrows, bullet points or touch swiping on mobile</li>
</ul>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/b5a1f3ecc256085ec57e22150368c664.jpg,9,Homepage,homepage,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:59:50+0000,29,Development,development,,,,,,,,,
291,minimum-order-amount-to-checkout,Set Minimum order amount to checkout,,"<p>Are you running a wholesale store, or simply don't find small orders profitable?</p>
<p>This feature keeps your shoppers from checking out until their cart total reaches a minimum amount set by you.</p>
<p>We also recommend additional task that goes hand in hand with this one, and it's a modified version of <a target=""_blank"" rel=""nofollow"" href=""https://heycarson.com/products/shopify-customizable-free-shipping-bar"">Customizable free shipping bar</a>&nbsp;- It would function in the same way, however, instead of showing how much is needed until free shipping, it would show how much is needed to be eligible for the checkout.</p>",,1,1,development,development,Development,,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/dd82bfbecf5f3b59fb42e0e9fd958659.jpg,3,Cart page,cart-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-10T09:06:43+0000,29,Development,development,,,,,,,,,
294,show-color-variants-as-separate-products,Show color variants as separate products,,"<p>If you have products that come in multiple colors/designs, it is a good idea to showcase it on the collection page, so the customers are aware that there are different options they can choose from. One solution is to show <a target=""_blank"" rel=""nofollow"" href=""https://heycarson.com/task-catalog/collection-swatches"">color swatches on the collection page</a>, however, this implementation allows you to show color variants as separate&nbsp;products.</p>
<p>That way, customers would be able to see all the color variants on the collection page and still be able to change the selected color on the product page.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/separate-color-variants-collection,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/83ae71e6b63bf4968fb5461a2940fdaf.jpg,2,Collection page,collection-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:20:29+0000,29,Development,development,,,,,,,,,
295,dynamic-checkout,Add Dynamic checkout,,"<p>Customers can use the dynamic checkout button to quickly buy the product they're viewing. They skip the cart and complete their payment with the checkout method displayed on the button. The button dynamically changes to reflect the customer's preferred accelerated checkout method.</p>
<p>The button is displayed next to the Add to cart button and can be used to buy only single variants of a product. For example, a customer can use a dynamic checkout button to buy two red t-shirts, but not a red t-shirt and a blue t-shirt.</p>
<p>There are two different kinds of dynamic checkout buttons:</p>
<p>Unbranded - These buttons display Buy it now text. When a customer clicks an unbranded button, they skip the cart and go to the Shopify checkout.</p>
<p>Branded - These buttons show the logo for a third-party accelerated checkout method. When a customer clicks a branded button, they complete their payment with that accelerated checkout method. The following third-party accelerated checkout methods are available:</p>
<ul>
<li>Amazon Pay</li>
<li>Apple Pay</li>
<li>Google Pay</li>
<li>PayPal</li>
<li>Shopify Pay</li>
<li>Venmo</li>
</ul>
<p>For more information on the dynamic checkout button, please&nbsp;read <a target=""_blank"" rel=""nofollow"" href=""https://help.shopify.com/en/manual/sell-online/online-store/dynamic-checkout"">this article</a>.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/neff-glazgow-beanie-2015,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/6c52ac9bdc166ef9b9ad41b9b4ca576b.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:14:49+0000,29,Development,development,,,,,,,,,
297,subcategories-subcollections,Add Subcategories/subcollections,,"<p>Shopify doesn't allow nested collections (collection within a collection) which can be quite limited for many stores. With this implementation, you would be able to create a multi-tier category navigation, by creating a page with a list of collections that you choose.</p><p>* This task includes creating a functionality and providing instructions on how to create subcollection lists</p><p>** We can create up to 5 templates in a single task</p><p>*** After completing the task, we will provide you instructions on how to create additional templates on your own.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/pages/collection-subcategories,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/8137a7f4ea30d83a9acd7932904c8a12.jpg,2,Collection page,collection-page,pages,8,Functionality,functionality,,85,2020-01-16T05:00:00+0000,2021-12-13T09:46:59+0000,23,Pages,pages,,29,Development,development,,,,,
299,product-customization,Get customization information for products,,"<p>Sell personalized products by allowing customers to choose customization options.</p>
<p>There are multiple ways of implementing customization options:</p>
<ul>
<li>Checkbox</li>
<li>Radio option selector</li>
<li>Dropdown option selector</li>
<li>Text box</li>
<li>File upload (doesn't work with AJAX cart)</li>
</ul>
<p>*We can add up to 3 customization options per task, and custom styling requires an additional task<br>**It is not possible to charge for additional options without an app except in certain cases. Please submit your inquiry for evaluation.<br><br></p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/products/neff-glazgow-beanie-2015,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/a5f6af15b951707439dbee9e28e7eba2.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T08:48:45+0000,29,Development,development,,,,,,,,,
302,add-collection-list-on-shopify-home-page,Add A Collection List To Your Homepage,,"<p>Feature your best selling collections on the homepage of your Shopify store with this task. Let your visitors find your&nbsp;most frequently browsed collection from the homepage itself.</p><p>*Implementing this section includes basic styling. For custom styling requests, an additional task is needed.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/5ee2eeb3d2898494831278b480bdf986.jpg,9,Homepage,homepage,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T10:33:53+0000,29,Development,development,,,,,,,,,
304,shopify-infinite-scrolling,Get Infinite Scrolling,,"<p>Infinite scroll eliminates the need for pagination by constantly loading new&nbsp;products as a user scrolls down the page.&nbsp;The benefits of the infinite scroll are real. It can boost your time on site, increase page views and improve the user experience.</p>
<p>*This integration is for Collection pages only.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/skis,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/3517af93e3b2d1c96a5138dc4a161903.jpg,2,Collection page,collection-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:24:32+0000,29,Development,development,,,,,,,,,
308,shopify-product-page-image-zoom-code,Add Product Image Zoom,,"<p>When selling online,&nbsp;to make sure that your&nbsp;customers&nbsp;get the best view of the products you need image zooming feature on your&nbsp;product. With this small task add smooth image zooming on your product page without any code conflict.</p>",,1,1,development,development,Development,https://heycarson-demo-store.myshopify.com/collections/frontpage/products/burton-approach-under-glove-2016,https://heycarson.s3.amazonaws.com/assets/images/task-catalog/dfd5611cc9ebe4ab920a6306abdb629e.jpg,1,Product page,product-page,pages,23,Pages,pages,,85,2020-01-16T05:00:00+0000,2021-12-13T09:02:31+0000,29,Development,development,,,,,,,,,
